"Block_Size"	"Sync"	"File_Size"	"Wall_Clock_Time"	"User_Time"	"Sys_Time"
512	-	67108864	3.27	0.19	3.08
1024	-	67108864	1.64	0.03	1.61
2048	-	67108864	0.91	0.05	0.86
4096	-	67108864	0.53	0.03	0.50
8192	-	67108864	0.33	0.06	0.27
16384	-	67108864	0.22	0.01	0.20
32768	-	67108864	0.17	0.00	0.17
65536	-	67108864	0.15	0.01	0.14
512	s	67108864	29.47	0.44	29.03
1024	s	67108864	16.36	0.30	16.06
2048	s	67108864	6.73	0.17	6.56
4096	s	67108864	3.53	0.03	3.50
8192	s	67108864	1.75	0.03	1.72
16384	s	67108864	1.05	0.01	1.03
32768	s	67108864	0.64	0.01	0.62
65536	s	67108864	0.33	0.01	0.31
512	-	67108864	2.95	0.22	2.73
1024	-	67108864	1.64	0.09	1.55
2048	-	67108864	0.95	0.01	0.94
4096	-	67108864	0.53	0.03	0.50
8192	-	67108864	0.37	0.03	0.34
16384	-	67108864	0.23	0.01	0.22
32768	-	67108864	0.16	0.00	0.16
65536	-	67108864	0.14	0.01	0.12
512	s	67108864	25.16	0.41	24.75
1024	s	67108864	13.05	0.20	12.84
2048	s	67108864	7.34	0.17	7.17
4096	s	67108864	3.47	0.05	3.42
8192	s	67108864	1.84	0.00	1.84
16384	s	67108864	1.05	0.00	1.05
32768	s	67108864	0.62	0.03	0.59
65536	s	67108864	0.39	0.01	0.38
512	-	67108864	2.92	0.17	2.75
1024	-	67108864	1.61	0.11	1.50
2048	-	67108864	0.92	0.06	0.86
4096	-	67108864	0.55	0.03	0.52
8192	-	67108864	0.33	0.05	0.28
16384	-	67108864	0.25	0.01	0.23
32768	-	67108864	0.22	0.00	0.22
65536	-	67108864	0.16	0.00	0.16
512	s	67108864	26.25	0.27	25.98
1024	s	67108864	13.14	0.28	12.86
2048	s	67108864	6.45	0.06	6.39
4096	s	67108864	3.47	0.08	3.39
8192	s	67108864	1.75	0.00	1.75
16384	s	67108864	1.03	0.00	1.03
32768	s	67108864	0.59	0.00	0.59
65536	s	67108864	0.36	0.00	0.36
512	-	67108864	3.00	0.14	2.86
1024	-	67108864	1.64	0.08	1.56
2048	-	67108864	0.91	0.06	0.84
4096	-	67108864	0.53	0.03	0.50
8192	-	67108864	0.34	0.01	0.33
16384	-	67108864	0.22	0.00	0.22
32768	-	67108864	0.19	0.01	0.17
65536	-	67108864	0.14	0.00	0.14
512	s	67108864	25.76	0.30	25.47
1024	s	67108864	13.12	0.19	12.94
2048	s	67108864	6.62	0.08	6.55
4096	s	67108864	3.37	0.09	3.28
8192	s	67108864	2.15	0.01	2.14
16384	s	67108864	1.33	0.01	1.31
32768	s	67108864	0.58	0.01	0.56
65536	s	67108864	0.44	0.03	0.41
512	-	67108864	2.92	0.12	2.80
1024	-	67108864	1.61	0.08	1.53
2048	-	67108864	0.89	0.06	0.83
4096	-	67108864	0.52	0.03	0.48
8192	-	67108864	0.31	0.00	0.31
16384	-	67108864	0.23	0.05	0.19
32768	-	67108864	0.19	0.00	0.19
65536	-	67108864	0.16	0.03	0.12
512	s	67108864	26.61	0.38	26.23
1024	s	67108864	12.83	0.31	12.52
2048	s	67108864	6.64	0.03	6.61
4096	s	67108864	3.45	0.01	3.44
8192	s	67108864	1.70	0.06	1.64
16384	s	67108864	0.94	0.01	0.92
32768	s	67108864	0.58	0.01	0.56
65536	s	67108864	0.34	0.00	0.34
512	-	67108864	2.84	0.20	2.64
1024	-	67108864	1.61	0.05	1.56
2048	-	67108864	0.91	0.03	0.88
4096	-	67108864	0.52	0.03	0.48
8192	-	67108864	0.34	0.00	0.34
16384	-	67108864	0.20	0.00	0.20
32768	-	67108864	0.19	0.00	0.19
65536	-	67108864	0.17	0.00	0.17
512	s	67108864	25.58	0.33	25.25
1024	s	67108864	13.14	0.09	13.05
2048	s	67108864	6.62	0.08	6.55
4096	s	67108864	3.58	0.08	3.50
8192	s	67108864	1.98	0.03	1.95
16384	s	67108864	1.00	0.01	0.98
32768	s	67108864	0.62	0.03	0.59
65536	s	67108864	0.39	0.03	0.36
512	-	67108864	2.94	0.25	2.69
1024	-	67108864	1.62	0.12	1.50
2048	-	67108864	0.94	0.08	0.86
4096	-	67108864	0.53	0.01	0.52
8192	-	67108864	0.31	0.03	0.28
16384	-	67108864	0.20	0.01	0.19
32768	-	67108864	0.19	0.03	0.16
65536	-	67108864	0.14	0.01	0.12
512	s	67108864	27.83	0.39	27.44
1024	s	67108864	13.78	0.34	13.44
2048	s	67108864	6.36	0.08	6.28
4096	s	67108864	3.48	0.03	3.45
8192	s	67108864	1.84	0.03	1.81
16384	s	67108864	1.01	0.01	1.00
32768	s	67108864	0.58	0.00	0.58
65536	s	67108864	0.33	0.01	0.31
512	-	67108864	2.95	0.17	2.78
1024	-	67108864	1.64	0.12	1.51
2048	-	67108864	0.89	0.03	0.86
4096	-	67108864	0.50	0.03	0.47
8192	-	67108864	0.34	0.00	0.34
16384	-	67108864	0.23	0.00	0.23
32768	-	67108864	0.16	0.00	0.16
65536	-	67108864	0.15	0.01	0.14
512	s	67108864	25.78	0.25	25.53
1024	s	67108864	13.40	0.30	13.11
2048	s	67108864	6.81	0.12	6.69
4096	s	67108864	3.42	0.14	3.28
8192	s	67108864	1.76	0.05	1.72
16384	s	67108864	0.98	0.01	0.97
32768	s	67108864	0.58	0.00	0.58
65536	s	67108864	0.34	0.03	0.31
512	-	67108864	3.00	0.23	2.77
1024	-	67108864	1.56	0.09	1.47
2048	-	67108864	0.91	0.09	0.81
4096	-	67108864	0.52	0.06	0.45
8192	-	67108864	0.34	0.01	0.33
16384	-	67108864	0.23	0.00	0.23
32768	-	67108864	0.17	0.00	0.17
65536	-	67108864	0.11	0.00	0.11
512	s	67108864	25.26	0.47	24.80
1024	s	67108864	13.36	0.23	13.12
2048	s	67108864	6.56	0.09	6.47
4096	s	67108864	3.55	0.05	3.50
8192	s	67108864	1.84	0.05	1.80
16384	s	67108864	1.01	0.01	1.00
32768	s	67108864	0.62	0.01	0.61
65536	s	67108864	0.34	0.00	0.34
512	-	67108864	2.83	0.27	2.56
1024	-	67108864	1.55	0.01	1.53
2048	-	67108864	0.81	0.05	0.77
4096	-	67108864	0.48	0.03	0.45
8192	-	67108864	0.33	0.03	0.30
16384	-	67108864	0.22	0.00	0.22
32768	-	67108864	0.15	0.01	0.14
65536	-	67108864	0.17	0.01	0.16
512	s	67108864	25.25	0.34	24.91
1024	s	67108864	13.34	0.27	13.08
2048	s	67108864	6.78	0.06	6.72
4096	s	67108864	3.50	0.03	3.47
8192	s	67108864	1.92	0.05	1.88
16384	s	67108864	1.09	0.01	1.08
32768	s	67108864	0.61	0.00	0.61
65536	s	67108864	0.34	0.01	0.33
512	-	134217728	6.08	0.41	5.67
1024	-	134217728	3.08	0.25	2.83
2048	-	134217728	1.73	0.12	1.61
4096	-	134217728	0.92	0.03	0.89
8192	-	134217728	0.62	0.03	0.59
16384	-	134217728	0.44	0.00	0.44
32768	-	134217728	0.34	0.00	0.34
65536	-	134217728	0.27	0.03	0.23
512	s	134217728	57.45	1.23	56.22
1024	s	134217728	26.16	0.62	25.53
2048	s	134217728	13.38	0.25	13.12
4096	s	134217728	6.66	0.11	6.55
8192	s	134217728	3.67	0.09	3.58
16384	s	134217728	2.06	0.03	2.03
32768	s	134217728	1.14	0.01	1.12
65536	s	134217728	0.66	0.01	0.64
512	-	134217728	5.73	0.30	5.44
1024	-	134217728	3.09	0.12	2.97
2048	-	134217728	1.69	0.11	1.58
4096	-	134217728	0.95	0.14	0.81
8192	-	134217728	0.59	0.00	0.59
16384	-	134217728	0.44	0.03	0.41
32768	-	134217728	0.33	0.01	0.31
65536	-	134217728	0.27	0.01	0.25
512	s	134217728	50.67	0.73	49.94
1024	s	134217728	25.58	0.20	25.38
2048	s	134217728	13.14	0.20	12.94
4096	s	134217728	6.58	0.12	6.45
8192	s	134217728	3.55	0.03	3.52
16384	s	134217728	1.83	0.03	1.80
32768	s	134217728	1.16	0.01	1.14
65536	s	134217728	0.70	0.01	0.69
512	-	134217728	5.66	0.45	5.20
1024	-	134217728	3.17	0.20	2.97
2048	-	134217728	1.76	0.05	1.72
4096	-	134217728	1.03	0.09	0.94
8192	-	134217728	0.61	0.05	0.56
16384	-	134217728	0.45	0.01	0.44
32768	-	134217728	0.30	0.01	0.28
65536	-	134217728	0.27	0.01	0.25
512	s	134217728	52.17	0.67	51.50
1024	s	134217728	26.05	0.61	25.44
2048	s	134217728	13.05	0.14	12.91
4096	s	134217728	6.47	0.11	6.36
8192	s	134217728	3.72	0.08	3.64
16384	s	134217728	1.91	0.03	1.88
32768	s	134217728	1.09	0.01	1.08
65536	s	134217728	0.67	0.00	0.67
512	-	134217728	5.78	0.45	5.33
1024	-	134217728	3.05	0.17	2.88
2048	-	134217728	1.76	0.12	1.64
4096	-	134217728	0.98	0.11	0.88
8192	-	134217728	0.61	0.03	0.58
16384	-	134217728	0.45	0.01	0.44
32768	-	134217728	0.31	0.01	0.30
65536	-	134217728	0.28	0.05	0.25
512	s	134217728	51.11	0.86	50.25
1024	s	134217728	25.17	0.41	24.77
2048	s	134217728	13.01	0.22	12.80
4096	s	134217728	6.72	0.11	6.61
8192	s	134217728	3.59	0.06	3.53
16384	s	134217728	1.98	0.06	1.92
32768	s	134217728	1.22	0.00	1.22
65536	s	134217728	0.64	0.00	0.64
512	-	134217728	5.84	0.45	5.39
1024	-	134217728	3.12	0.20	2.92
2048	-	134217728	1.73	0.09	1.64
4096	-	134217728	0.98	0.08	0.91
8192	-	134217728	0.58	0.03	0.55
16384	-	134217728	0.39	0.00	0.39
32768	-	134217728	0.31	0.00	0.31
65536	-	134217728	0.28	0.00	0.28
512	s	134217728	50.20	0.81	49.39
1024	s	134217728	25.09	0.45	24.64
2048	s	134217728	13.17	0.23	12.94
4096	s	134217728	6.94	0.11	6.83
8192	s	134217728	3.64	0.14	3.50
16384	s	134217728	2.02	0.03	1.98
32768	s	134217728	1.06	0.01	1.05
65536	s	134217728	0.69	0.01	0.67
512	-	134217728	5.84	0.28	5.56
1024	-	134217728	3.11	0.20	2.91
2048	-	134217728	1.78	0.09	1.69
4096	-	134217728	1.00	0.06	0.94
8192	-	134217728	0.59	0.05	0.55
16384	-	134217728	0.42	0.03	0.39
32768	-	134217728	0.33	0.00	0.33
65536	-	134217728	0.28	0.00	0.28
512	s	134217728	50.33	0.77	49.56
1024	s	134217728	25.69	0.27	25.42
2048	s	134217728	13.19	0.19	13.00
4096	s	134217728	6.70	0.14	6.56
8192	s	134217728	3.58	0.03	3.55
16384	s	134217728	2.03	0.00	2.03
32768	s	134217728	1.31	0.01	1.30
65536	s	134217728	0.73	0.01	0.72
512	-	134217728	5.91	0.42	5.48
1024	-	134217728	3.14	0.34	2.80
2048	-	134217728	1.78	0.06	1.72
4096	-	134217728	1.01	0.06	0.95
8192	-	134217728	0.64	0.08	0.56
16384	-	134217728	0.36	0.00	0.36
32768	-	134217728	0.31	0.00	0.31
65536	-	134217728	0.28	0.03	0.25
512	s	134217728	50.95	0.62	50.33
1024	s	134217728	25.27	0.52	24.75
2048	s	134217728	13.25	0.27	12.98
4096	s	134217728	7.00	0.08	6.92
8192	s	134217728	3.65	0.06	3.59
16384	s	134217728	2.05	0.05	2.00
32768	s	134217728	1.11	0.01	1.09
65536	s	134217728	0.70	0.01	0.69
512	-	134217728	5.86	0.34	5.51
1024	-	134217728	3.14	0.25	2.89
2048	-	134217728	1.76	0.11	1.66
4096	-	134217728	1.03	0.11	0.92
8192	-	134217728	0.62	0.08	0.55
16384	-	134217728	0.44	0.05	0.39
32768	-	134217728	0.30	0.00	0.30
65536	-	134217728	0.27	0.01	0.25
512	s	134217728	51.53	0.67	50.86
1024	s	134217728	26.67	0.22	26.45
2048	s	134217728	13.66	0.25	13.41
4096	s	134217728	6.87	0.06	6.81
8192	s	134217728	3.69	0.06	3.62
16384	s	134217728	2.34	0.05	2.30
32768	s	134217728	1.14	0.00	1.14
65536	s	134217728	0.84	0.01	0.83
512	-	134217728	5.92	0.38	5.55
1024	-	134217728	3.27	0.27	3.00
2048	-	134217728	1.75	0.11	1.64
4096	-	134217728	1.05	0.06	0.98
8192	-	134217728	0.64	0.05	0.59
16384	-	134217728	0.45	0.00	0.45
32768	-	134217728	0.31	0.01	0.30
65536	-	134217728	0.30	0.00	0.30
512	s	134217728	53.14	0.83	52.31
1024	s	134217728	25.11	0.33	24.78
2048	s	134217728	13.08	0.20	12.88
4096	s	134217728	6.59	0.09	6.50
8192	s	134217728	3.65	0.05	3.61
16384	s	134217728	1.84	0.05	1.80
32768	s	134217728	1.08	0.00	1.08
65536	s	134217728	0.72	0.01	0.70
512	-	134217728	5.91	0.42	5.48
1024	-	134217728	3.20	0.14	3.06
2048	-	134217728	1.75	0.03	1.72
4096	-	134217728	1.01	0.08	0.94
8192	-	134217728	0.62	0.03	0.59
16384	-	134217728	0.42	0.01	0.41
32768	-	134217728	0.33	0.00	0.33
65536	-	134217728	0.27	0.00	0.27
512	s	134217728	51.16	0.44	50.72
1024	s	134217728	26.47	0.41	26.06
2048	s	134217728	12.64	0.16	12.48
4096	s	134217728	6.72	0.06	6.66
8192	s	134217728	3.50	0.01	3.48
16384	s	134217728	2.03	0.01	2.02
32768	s	134217728	1.19	0.06	1.12
65536	s	134217728	0.70	0.00	0.70
512	-	201326592	8.94	0.66	8.28
1024	-	201326592	4.80	0.27	4.53
2048	-	201326592	2.67	0.14	2.53
4096	-	201326592	1.53	0.09	1.44
8192	-	201326592	0.92	0.03	0.89
16384	-	201326592	0.62	0.00	0.62
32768	-	201326592	0.45	0.00	0.45
65536	-	201326592	0.41	0.00	0.41
512	s	201326592	77.97	0.98	76.98
1024	s	201326592	38.81	0.44	38.38
2048	s	201326592	19.27	0.19	19.08
4096	s	201326592	11.31	0.12	11.19
8192	s	201326592	5.20	0.06	5.14
16384	s	201326592	2.90	0.01	2.89
32768	s	201326592	1.72	0.00	1.72
65536	s	201326592	0.98	0.00	0.98
512	-	201326592	8.73	0.38	8.36
1024	-	201326592	4.69	0.41	4.28
2048	-	201326592	2.64	0.19	2.45
4096	-	201326592	1.48	0.11	1.38
8192	-	201326592	0.97	0.01	0.95
16384	-	201326592	0.64	0.05	0.59
32768	-	201326592	0.47	0.00	0.47
65536	-	201326592	0.41	0.01	0.39
512	s	201326592	75.44	0.91	74.53
1024	s	201326592	38.11	0.30	37.81
2048	s	201326592	19.58	0.38	19.20
4096	s	201326592	9.90	0.14	9.77
8192	s	201326592	5.23	0.06	5.17
16384	s	201326592	2.94	0.05	2.89
32768	s	201326592	1.64	0.01	1.62
65536	s	201326592	0.94	0.01	0.92
512	-	201326592	8.72	0.58	8.14
1024	-	201326592	4.73	0.34	4.39
2048	-	201326592	2.70	0.19	2.52
4096	-	201326592	1.51	0.08	1.44
8192	-	201326592	0.95	0.00	0.95
16384	-	201326592	0.66	0.05	0.61
32768	-	201326592	0.48	0.05	0.44
65536	-	201326592	0.41	0.00	0.41
512	s	201326592	75.34	0.80	74.55
1024	s	201326592	38.34	0.45	37.89
2048	s	201326592	19.16	0.14	19.02
4096	s	201326592	10.14	0.11	10.03
8192	s	201326592	5.12	0.08	5.05
16384	s	201326592	3.00	0.03	2.97
32768	s	201326592	1.80	0.01	1.78
65536	s	201326592	0.97	0.01	0.95
512	-	201326592	8.95	0.84	8.11
1024	-	201326592	4.84	0.42	4.42
2048	-	201326592	2.73	0.17	2.56
4096	-	201326592	1.48	0.12	1.36
8192	-	201326592	0.94	0.01	0.92
16384	-	201326592	0.62	0.01	0.61
32768	-	201326592	0.44	0.01	0.42
65536	-	201326592	0.39	0.01	0.38
512	s	201326592	76.02	1.00	75.02
1024	s	201326592	38.44	0.30	38.14
2048	s	201326592	19.52	0.38	19.14
4096	s	201326592	10.09	0.09	10.00
8192	s	201326592	5.20	0.06	5.14
16384	s	201326592	3.09	0.00	3.09
32768	s	201326592	1.86	0.01	1.84
65536	s	201326592	1.01	0.01	1.00
512	-	201326592	9.12	0.56	8.56
1024	-	201326592	4.86	0.30	4.56
2048	-	201326592	2.70	0.12	2.58
4096	-	201326592	1.47	0.03	1.44
8192	-	201326592	0.89	0.03	0.86
16384	-	201326592	0.62	0.03	0.59
32768	-	201326592	0.48	0.03	0.45
65536	-	201326592	0.39	0.00	0.39
512	s	201326592	75.47	1.09	74.38
1024	s	201326592	38.80	0.34	38.45
2048	s	201326592	19.53	0.33	19.20
4096	s	201326592	10.11	0.11	10.00
8192	s	201326592	5.36	0.05	5.31
16384	s	201326592	2.87	0.01	2.86
32768	s	201326592	1.78	0.03	1.75
65536	s	201326592	1.01	0.01	1.00
512	-	201326592	8.92	0.70	8.22
1024	-	201326592	4.83	0.27	4.56
2048	-	201326592	2.70	0.16	2.55
4096	-	201326592	1.56	0.09	1.47
8192	-	201326592	0.94	0.03	0.91
16384	-	201326592	0.61	0.00	0.61
32768	-	201326592	0.48	0.03	0.45
65536	-	201326592	0.44	0.00	0.44
512	s	201326592	76.59	0.80	75.80
1024	s	201326592	38.05	0.42	37.62
2048	s	201326592	19.36	0.19	19.17
4096	s	201326592	9.98	0.06	9.92
8192	s	201326592	5.20	0.08	5.12
16384	s	201326592	2.87	0.05	2.83
32768	s	201326592	1.86	0.01	1.84
65536	s	201326592	1.08	0.01	1.06
512	-	201326592	8.89	0.53	8.36
1024	-	201326592	4.70	0.33	4.38
2048	-	201326592	2.75	0.11	2.64
4096	-	201326592	1.56	0.23	1.33
8192	-	201326592	0.95	0.08	0.88
16384	-	201326592	0.62	0.01	0.61
32768	-	201326592	0.47	0.05	0.42
65536	-	201326592	0.39	0.00	0.39
512	s	201326592	75.69	0.77	74.92
1024	s	201326592	37.55	0.47	37.08
2048	s	201326592	20.09	0.31	19.78
4096	s	201326592	10.30	0.16	10.14
8192	s	201326592	5.48	0.11	5.38
16384	s	201326592	3.00	0.03	2.97
32768	s	201326592	1.67	0.01	1.66
65536	s	201326592	1.01	0.01	1.00
512	-	201326592	8.95	0.59	8.36
1024	-	201326592	4.81	0.36	4.45
2048	-	201326592	2.73	0.16	2.58
4096	-	201326592	1.48	0.08	1.41
8192	-	201326592	0.94	0.06	0.88
16384	-	201326592	0.66	0.03	0.62
32768	-	201326592	0.45	0.01	0.44
65536	-	201326592	0.41	0.01	0.39
512	s	201326592	76.48	0.89	75.59
1024	s	201326592	39.30	0.33	38.97
2048	s	201326592	19.27	0.27	19.00
4096	s	201326592	10.02	0.08	9.94
8192	s	201326592	5.33	0.03	5.30
16384	s	201326592	2.97	0.05	2.92
32768	s	201326592	1.78	0.01	1.76
65536	s	201326592	1.00	0.01	0.98
512	-	201326592	9.09	0.55	8.55
1024	-	201326592	4.76	0.25	4.51
2048	-	201326592	2.69	0.11	2.58
4096	-	201326592	1.53	0.09	1.44
8192	-	201326592	0.91	0.01	0.89
16384	-	201326592	0.64	0.08	0.56
32768	-	201326592	0.48	0.00	0.48
65536	-	201326592	0.42	0.01	0.41
512	s	201326592	76.73	1.01	75.72
1024	s	201326592	38.53	0.41	38.12
2048	s	201326592	19.78	0.14	19.64
4096	s	201326592	9.80	0.09	9.70
8192	s	201326592	5.44	0.09	5.34
16384	s	201326592	3.05	0.03	3.02
32768	s	201326592	1.80	0.01	1.78
65536	s	201326592	0.97	0.00	0.97
512	-	201326592	8.61	0.61	8.00
1024	-	201326592	4.73	0.34	4.39
2048	-	201326592	2.70	0.28	2.42
4096	-	201326592	1.55	0.11	1.44
8192	-	201326592	0.94	0.05	0.89
16384	-	201326592	0.62	0.03	0.59
32768	-	201326592	0.48	0.00	0.48
65536	-	201326592	0.41	0.00	0.41
512	s	201326592	75.80	0.84	74.95
1024	s	201326592	38.12	0.58	37.55
2048	s	201326592	19.81	0.30	19.52
4096	s	201326592	10.00	0.11	9.89
8192	s	201326592	5.39	0.03	5.36
16384	s	201326592	3.03	0.08	2.95
32768	s	201326592	1.78	0.03	1.75
65536	s	201326592	1.06	0.01	1.05
512	-	268435456	11.95	0.88	11.08
1024	-	268435456	6.58	0.45	6.12
2048	-	268435456	3.64	0.12	3.52
4096	-	268435456	2.05	0.09	1.95
8192	-	268435456	1.26	0.05	1.22
16384	-	268435456	0.83	0.01	0.81
32768	-	268435456	0.64	0.00	0.64
65536	-	268435456	0.50	0.01	0.48
512	s	268435456	99.53	1.38	98.16
1024	s	268435456	51.20	0.55	50.66
2048	s	268435456	31.14	0.78	30.36
4096	s	268435456	13.78	0.17	13.61
8192	s	268435456	6.78	0.16	6.62
16384	s	268435456	3.92	0.06	3.86
32768	s	268435456	2.31	0.03	2.28
65536	s	268435456	1.39	0.03	1.36
512	-	268435456	11.77	0.77	11.00
1024	-	268435456	6.23	0.47	5.76
2048	-	268435456	3.50	0.20	3.30
4096	-	268435456	2.02	0.14	1.88
8192	-	268435456	1.23	0.05	1.19
16384	-	268435456	0.80	0.01	0.78
32768	-	268435456	0.64	0.01	0.62
65536	-	268435456	0.52	0.00	0.52
512	s	268435456	100.95	1.16	99.80
1024	s	268435456	51.20	0.58	50.62
2048	s	268435456	26.05	0.22	25.83
4096	s	268435456	13.22	0.16	13.06
8192	s	268435456	8.06	0.17	7.89
16384	s	268435456	3.80	0.06	3.73
32768	s	268435456	2.31	0.00	2.31
65536	s	268435456	1.31	0.03	1.28
512	-	268435456	11.73	0.75	10.98
1024	-	268435456	6.56	0.23	6.33
2048	-	268435456	3.55	0.30	3.25
4096	-	268435456	1.98	0.16	1.83
8192	-	268435456	1.23	0.08	1.16
16384	-	268435456	0.86	0.06	0.80
32768	-	268435456	0.62	0.00	0.62
65536	-	268435456	0.52	0.00	0.52
512	s	268435456	101.66	1.39	100.27
1024	s	268435456	50.83	0.53	50.30
2048	s	268435456	25.47	0.25	25.22
4096	s	268435456	13.51	0.17	13.34
8192	s	268435456	7.03	0.09	6.94
16384	s	268435456	3.83	0.03	3.80
32768	s	268435456	2.19	0.00	2.19
65536	s	268435456	1.37	0.03	1.34
512	-	268435456	11.69	0.77	10.92
1024	-	268435456	6.30	0.25	6.05
2048	-	268435456	3.62	0.22	3.41
4096	-	268435456	2.02	0.14	1.88
8192	-	268435456	1.19	0.03	1.16
16384	-	268435456	0.84	0.11	0.73
32768	-	268435456	0.64	0.00	0.64
65536	-	268435456	0.50	0.01	0.48
512	s	268435456	97.94	1.06	96.88
1024	s	268435456	50.55	0.48	50.06
2048	s	268435456	26.08	0.42	25.66
4096	s	268435456	13.44	0.17	13.27
8192	s	268435456	6.87	0.11	6.76
16384	s	268435456	4.08	0.05	4.03
32768	s	268435456	2.31	0.03	2.28
65536	s	268435456	1.30	0.03	1.26
512	-	268435456	11.55	0.59	10.95
1024	-	268435456	6.39	0.28	6.11
2048	-	268435456	3.59	0.22	3.38
4096	-	268435456	1.98	0.08	1.91
8192	-	268435456	1.19	0.09	1.09
16384	-	268435456	0.84	0.08	0.77
32768	-	268435456	0.64	0.03	0.61
65536	-	268435456	0.52	0.00	0.52
512	s	268435456	102.36	1.44	100.92
1024	s	268435456	50.59	0.61	49.98
2048	s	268435456	26.11	0.12	25.98
4096	s	268435456	13.17	0.14	13.03
8192	s	268435456	6.94	0.08	6.86
16384	s	268435456	3.84	0.03	3.81
32768	s	268435456	2.19	0.03	2.16
65536	s	268435456	1.41	0.01	1.39
512	-	268435456	12.03	0.94	11.09
1024	-	268435456	6.25	0.44	5.81
2048	-	268435456	3.59	0.19	3.41
4096	-	268435456	2.05	0.12	1.92
8192	-	268435456	1.25	0.09	1.16
16384	-	268435456	0.84	0.03	0.81
32768	-	268435456	0.62	0.00	0.62
65536	-	268435456	0.50	0.01	0.48
512	s	268435456	101.80	0.97	100.83
1024	s	268435456	50.89	0.45	50.44
2048	s	268435456	25.70	0.27	25.44
4096	s	268435456	13.34	0.03	13.31
8192	s	268435456	7.26	0.11	7.16
16384	s	268435456	3.87	0.03	3.84
32768	s	268435456	2.28	0.01	2.27
65536	s	268435456	1.31	0.00	1.31
512	-	268435456	11.61	0.70	10.91
1024	-	268435456	6.37	0.42	5.95
2048	-	268435456	3.58	0.14	3.44
4096	-	268435456	2.02	0.19	1.83
8192	-	268435456	1.23	0.08	1.16
16384	-	268435456	0.84	0.03	0.81
32768	-	268435456	0.61	0.00	0.61
65536	-	268435456	0.52	0.03	0.48
512	s	268435456	99.67	1.25	98.42
1024	s	268435456	53.05	0.67	52.38
2048	s	268435456	28.56	0.47	28.09
4096	s	268435456	13.03	0.16	12.88
8192	s	268435456	6.83	0.11	6.72
